,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,2068,543,0,2611,2805,93.0837789661319,5.889892056620432,1.546523881404688
1,ADOLFO,3500204,3554,191,68,0,259,261,99.23371647509579,5.374226223972988,1.9133370849746762
2,AGUAÍ,3500303,36648,862,251,0,1113,1308,85.09174311926606,2.352106526959179,0.6848941279196682
3,ÁGUAS DA PRATA,3500402,8221,340,63,0,403,404,99.75247524752476,4.135749908770222,0.7663301301544824
4,ÁGUAS DE LINDÓIA,3500501,18808,664,146,0,810,878,92.25512528473804,3.530412590387069,0.7762654189706508
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,236,45,0,281,300,93.66666666666667,3.863152725486987,0.7366181044360779
6,ÁGUAS DE SÃO PEDRO,3500600,3521,271,64,0,335,374,89.57219251336899,7.696677080374894,1.8176654359556943
7,AGUDOS,3500709,37401,2055,532,0,2587,3840,67.36979166666667,5.4945054945054945,1.4224218603780647
8,ALAMBARI,3500758,6129,162,34,0,196,224,87.5,2.643171806167401,0.5547397617882199
9,ALFREDO MARCONDES,3500808,4184,268,55,0,323,326,99.079754601227,6.405353728489484,1.31453154875717
10,ALTAIR,3500907,4186,177,54,0,231,230,100.43478260869566,4.228380315336837,1.2900143334925944
11,ALTINÓPOLIS,3501004,16203,657,125,0,782,1026,76.21832358674465,4.054804665802629,0.7714620749243968
12,ALTO ALEGRE,3501103,4088,145,45,0,190,280,67.85714285714286,3.5469667318982387,1.1007827788649707
13,ALUMÍNIO,3501152,18767,386,118,0,504,532,94.73684210526315,2.056801833004742,0.6287632546491181
14,ÁLVARES FLORENCE,3501202,3647,147,42,0,189,244,77.45901639344262,4.030710172744722,1.1516314779270633
15,ÁLVARES MACHADO,3501301,24998,761,153,0,914,1081,84.55134135060129,3.044243539483159,0.6120489639171134
16,ÁLVARO DE CARVALHO,3501400,5274,98,34,0,132,177,74.57627118644068,1.8581721653394008,0.6446719757299962
