,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
10544,10544,DRS 05 Barretos,"domingo, 01/03",38.666666666666664,BARRETOS,3505500
10540,10540,DRS 05 Barretos,"domingo, 01/03",35%,BARRETOS,3505500
5463,5463,DRS 05 Barretos,"domingo, 01/11",47.0,BARRETOS,3505500
5459,5459,DRS 05 Barretos,"domingo, 01/11",39%,BARRETOS,3505500
1638,1638,DRS 05 Barretos,"domingo, 02/05",43%,BARRETOS,3505500
1642,1642,DRS 05 Barretos,"domingo, 02/05",51.333333333333336,BARRETOS,3505500
7374,7374,DRS 05 Barretos,"domingo, 02/08",49.333333333333336,BARRETOS,3505500
7370,7370,DRS 05 Barretos,"domingo, 02/08",43%,BARRETOS,3505500
4137,4137,DRS 05 Barretos,"domingo, 03/01",43%,BARRETOS,3505500
4141,4141,DRS 05 Barretos,"domingo, 03/01",49.333333333333336,BARRETOS,3505500
9281,9281,DRS 05 Barretos,"domingo, 03/05",56%,BARRETOS,3505500
9285,9285,DRS 05 Barretos,"domingo, 03/05",58.0,BARRETOS,3505500
2230,2230,DRS 05 Barretos,"domingo, 04/04",53.333333333333336,BARRETOS,3505500
2226,2226,DRS 05 Barretos,"domingo, 04/04",45%,BARRETOS,3505500
319,319,DRS 05 Barretos,"domingo, 04/07",48.0,BARRETOS,3505500
315,315,DRS 05 Barretos,"domingo, 04/07",41%,BARRETOS,3505500
6051,6051,DRS 05 Barretos,"domingo, 04/10",45.666666666666664,BARRETOS,3505500
6047,6047,DRS 05 Barretos,"domingo, 04/10",41%,BARRETOS,3505500
9873,9873,DRS 05 Barretos,"domingo, 05/04",59.333333333333336,BARRETOS,3505500
9869,9869,DRS 05 Barretos,"domingo, 05/04",58%,BARRETOS,3505500
7962,7962,DRS 05 Barretos,"domingo, 05/07",47.0,BARRETOS,3505500
7958,7958,DRS 05 Barretos,"domingo, 05/07",44%,BARRETOS,3505500
907,907,DRS 05 Barretos,"domingo, 06/06",48.666666666666664,BARRETOS,3505500
903,903,DRS 05 Barretos,"domingo, 06/06",41%,BARRETOS,3505500
6635,6635,DRS 05 Barretos,"domingo, 06/09",42%,BARRETOS,3505500
6639,6639,DRS 05 Barretos,"domingo, 06/09",46.666666666666664,BARRETOS,3505500
4729,4729,DRS 05 Barretos,"domingo, 06/12",44.333333333333336,BARRETOS,3505500
4725,4725,DRS 05 Barretos,"domingo, 06/12",40%,BARRETOS,3505500
3402,3402,DRS 05 Barretos,"domingo, 07/02",43%,BARRETOS,3505500
3406,3406,DRS 05 Barretos,"domingo, 07/02",49.666666666666664,BARRETOS,3505500
2818,2818,DRS 05 Barretos,"domingo, 07/03",52.0,BARRETOS,3505500
2814,2814,DRS 05 Barretos,"domingo, 07/03",45%,BARRETOS,3505500
8546,8546,DRS 05 Barretos,"domingo, 07/06",45%,BARRETOS,3505500
8550,8550,DRS 05 Barretos,"domingo, 07/06",49.333333333333336,BARRETOS,3505500
10394,10394,DRS 05 Barretos,"domingo, 08/03",32%,BARRETOS,3505500
10398,10398,DRS 05 Barretos,"domingo, 08/03",37.333333333333336,BARRETOS,3505500
5316,5316,DRS 05 Barretos,"domingo, 08/11",47.333333333333336,BARRETOS,3505500
5312,5312,DRS 05 Barretos,"domingo, 08/11",41%,BARRETOS,3505500
1495,1495,DRS 05 Barretos,"domingo, 09/05",50.666666666666664,BARRETOS,3505500
1491,1491,DRS 05 Barretos,"domingo, 09/05",43%,BARRETOS,3505500
7227,7227,DRS 05 Barretos,"domingo, 09/08",45.333333333333336,BARRETOS,3505500
7223,7223,DRS 05 Barretos,"domingo, 09/08",41%,BARRETOS,3505500
3994,3994,DRS 05 Barretos,"domingo, 10/01",45.666666666666664,BARRETOS,3505500
3990,3990,DRS 05 Barretos,"domingo, 10/01",40%,BARRETOS,3505500
9138,9138,DRS 05 Barretos,"domingo, 10/05",56.0,BARRETOS,3505500
9134,9134,DRS 05 Barretos,"domingo, 10/05",54%,BARRETOS,3505500
2083,2083,DRS 05 Barretos,"domingo, 11/04",51.333333333333336,BARRETOS,3505500
2079,2079,DRS 05 Barretos,"domingo, 11/04",46%,BARRETOS,3505500
168,168,DRS 05 Barretos,"domingo, 11/07",38%,BARRETOS,3505500
172,172,DRS 05 Barretos,"domingo, 11/07",44.666666666666664,BARRETOS,3505500
5904,5904,DRS 05 Barretos,"domingo, 11/10",44.333333333333336,BARRETOS,3505500
5900,5900,DRS 05 Barretos,"domingo, 11/10",39%,BARRETOS,3505500
9726,9726,DRS 05 Barretos,"domingo, 12/04",59.666666666666664,BARRETOS,3505500
9722,9722,DRS 05 Barretos,"domingo, 12/04",58%,BARRETOS,3505500
7815,7815,DRS 05 Barretos,"domingo, 12/07",45.666666666666664,BARRETOS,3505500
7811,7811,DRS 05 Barretos,"domingo, 12/07",43%,BARRETOS,3505500
760,760,DRS 05 Barretos,"domingo, 13/06",49.666666666666664,BARRETOS,3505500
756,756,DRS 05 Barretos,"domingo, 13/06",41%,BARRETOS,3505500
6492,6492,DRS 05 Barretos,"domingo, 13/09",46.0,BARRETOS,3505500
6488,6488,DRS 05 Barretos,"domingo, 13/09",39%,BARRETOS,3505500
4582,4582,DRS 05 Barretos,"domingo, 13/12",43.666666666666664,BARRETOS,3505500
4578,4578,DRS 05 Barretos,"domingo, 13/12",39%,BARRETOS,3505500
3255,3255,DRS 05 Barretos,"domingo, 14/02",43%,BARRETOS,3505500
3259,3259,DRS 05 Barretos,"domingo, 14/02",48.333333333333336,BARRETOS,3505500
2671,2671,DRS 05 Barretos,"domingo, 14/03",53.0,BARRETOS,3505500
2667,2667,DRS 05 Barretos,"domingo, 14/03",44%,BARRETOS,3505500
8399,8399,DRS 05 Barretos,"domingo, 14/06",44%,BARRETOS,3505500
8403,8403,DRS 05 Barretos,"domingo, 14/06",46.0,BARRETOS,3505500
5169,5169,DRS 05 Barretos,"domingo, 15/11",44.333333333333336,BARRETOS,3505500
5165,5165,DRS 05 Barretos,"domingo, 15/11",39%,BARRETOS,3505500
1344,1344,DRS 05 Barretos,"domingo, 16/05",41%,BARRETOS,3505500
1348,1348,DRS 05 Barretos,"domingo, 16/05",48.333333333333336,BARRETOS,3505500
7080,7080,DRS 05 Barretos,"domingo, 16/08",49.0,BARRETOS,3505500
7076,7076,DRS 05 Barretos,"domingo, 16/08",43%,BARRETOS,3505500
3843,3843,DRS 05 Barretos,"domingo, 17/01",42%,BARRETOS,3505500
3847,3847,DRS 05 Barretos,"domingo, 17/01",48.666666666666664,BARRETOS,3505500
8991,8991,DRS 05 Barretos,"domingo, 17/05",48.0,BARRETOS,3505500
8987,8987,DRS 05 Barretos,"domingo, 17/05",45%,BARRETOS,3505500
1936,1936,DRS 05 Barretos,"domingo, 18/04",51.666666666666664,BARRETOS,3505500
1932,1932,DRS 05 Barretos,"domingo, 18/04",43%,BARRETOS,3505500
21,21,DRS 05 Barretos,"domingo, 18/07",43%,BARRETOS,3505500
25,25,DRS 05 Barretos,"domingo, 18/07",48.666666666666664,BARRETOS,3505500
5753,5753,DRS 05 Barretos,"domingo, 18/10",42%,BARRETOS,3505500
5757,5757,DRS 05 Barretos,"domingo, 18/10",48.0,BARRETOS,3505500
9579,9579,DRS 05 Barretos,"domingo, 19/04",60.666666666666664,BARRETOS,3505500
9575,9575,DRS 05 Barretos,"domingo, 19/04",59%,BARRETOS,3505500
7664,7664,DRS 05 Barretos,"domingo, 19/07",43%,BARRETOS,3505500
7668,7668,DRS 05 Barretos,"domingo, 19/07",47.666666666666664,BARRETOS,3505500
613,613,DRS 05 Barretos,"domingo, 20/06",50.333333333333336,BARRETOS,3505500
609,609,DRS 05 Barretos,"domingo, 20/06",48%,BARRETOS,3505500
6341,6341,DRS 05 Barretos,"domingo, 20/09",42%,BARRETOS,3505500
6345,6345,DRS 05 Barretos,"domingo, 20/09",47.0,BARRETOS,3505500
4431,4431,DRS 05 Barretos,"domingo, 20/12",39%,BARRETOS,3505500
4435,4435,DRS 05 Barretos,"domingo, 20/12",46.333333333333336,BARRETOS,3505500
3108,3108,DRS 05 Barretos,"domingo, 21/02",42%,BARRETOS,3505500
3112,3112,DRS 05 Barretos,"domingo, 21/02",48.333333333333336,BARRETOS,3505500
2524,2524,DRS 05 Barretos,"domingo, 21/03",52.0,BARRETOS,3505500
2520,2520,DRS 05 Barretos,"domingo, 21/03",41%,BARRETOS,3505500
8252,8252,DRS 05 Barretos,"domingo, 21/06",42%,BARRETOS,3505500
8256,8256,DRS 05 Barretos,"domingo, 21/06",46.333333333333336,BARRETOS,3505500
10167,10167,DRS 05 Barretos,"domingo, 22/03",57.666666666666664,BARRETOS,3505500
10163,10163,DRS 05 Barretos,"domingo, 22/03",55%,BARRETOS,3505500
5022,5022,DRS 05 Barretos,"domingo, 22/11",46.0,BARRETOS,3505500
5018,5018,DRS 05 Barretos,"domingo, 22/11",41%,BARRETOS,3505500
1201,1201,DRS 05 Barretos,"domingo, 23/05",50.0,BARRETOS,3505500
1197,1197,DRS 05 Barretos,"domingo, 23/05",42%,BARRETOS,3505500
6933,6933,DRS 05 Barretos,"domingo, 23/08",47.666666666666664,BARRETOS,3505500
6929,6929,DRS 05 Barretos,"domingo, 23/08",42%,BARRETOS,3505500
3700,3700,DRS 05 Barretos,"domingo, 24/01",47.666666666666664,BARRETOS,3505500
3696,3696,DRS 05 Barretos,"domingo, 24/01",41%,BARRETOS,3505500
8840,8840,DRS 05 Barretos,"domingo, 24/05",46%,BARRETOS,3505500
8844,8844,DRS 05 Barretos,"domingo, 24/05",48.333333333333336,BARRETOS,3505500
1785,1785,DRS 05 Barretos,"domingo, 25/04",44%,BARRETOS,3505500
1789,1789,DRS 05 Barretos,"domingo, 25/04",50.0,BARRETOS,3505500
5606,5606,DRS 05 Barretos,"domingo, 25/10",39%,BARRETOS,3505500
5610,5610,DRS 05 Barretos,"domingo, 25/10",46.333333333333336,BARRETOS,3505500
9428,9428,DRS 05 Barretos,"domingo, 26/04",59%,BARRETOS,3505500
9432,9432,DRS 05 Barretos,"domingo, 26/04",61.0,BARRETOS,3505500
7517,7517,DRS 05 Barretos,"domingo, 26/07",43%,BARRETOS,3505500
7521,7521,DRS 05 Barretos,"domingo, 26/07",50.666666666666664,BARRETOS,3505500
466,466,DRS 05 Barretos,"domingo, 27/06",48.666666666666664,BARRETOS,3505500
462,462,DRS 05 Barretos,"domingo, 27/06",46%,BARRETOS,3505500
6194,6194,DRS 05 Barretos,"domingo, 27/09",42%,BARRETOS,3505500
6198,6198,DRS 05 Barretos,"domingo, 27/09",46.0,BARRETOS,3505500
4288,4288,DRS 05 Barretos,"domingo, 27/12",47.666666666666664,BARRETOS,3505500
4284,4284,DRS 05 Barretos,"domingo, 27/12",43%,BARRETOS,3505500
2961,2961,DRS 05 Barretos,"domingo, 28/02",43%,BARRETOS,3505500
2965,2965,DRS 05 Barretos,"domingo, 28/02",50.666666666666664,BARRETOS,3505500
2377,2377,DRS 05 Barretos,"domingo, 28/03",51.666666666666664,BARRETOS,3505500
2373,2373,DRS 05 Barretos,"domingo, 28/03",41%,BARRETOS,3505500
8105,8105,DRS 05 Barretos,"domingo, 28/06",42%,BARRETOS,3505500
8109,8109,DRS 05 Barretos,"domingo, 28/06",45.666666666666664,BARRETOS,3505500
10016,10016,DRS 05 Barretos,"domingo, 29/03",58%,BARRETOS,3505500
10020,10020,DRS 05 Barretos,"domingo, 29/03",60.0,BARRETOS,3505500
4876,4876,DRS 05 Barretos,"domingo, 29/11",48.0,BARRETOS,3505500
4872,4872,DRS 05 Barretos,"domingo, 29/11",42%,BARRETOS,3505500
1054,1054,DRS 05 Barretos,"domingo, 30/05",51.0,BARRETOS,3505500
1050,1050,DRS 05 Barretos,"domingo, 30/05",44%,BARRETOS,3505500
6782,6782,DRS 05 Barretos,"domingo, 30/08",41%,BARRETOS,3505500
6786,6786,DRS 05 Barretos,"domingo, 30/08",42.333333333333336,BARRETOS,3505500
3553,3553,DRS 05 Barretos,"domingo, 31/01",50.0,BARRETOS,3505500
3549,3549,DRS 05 Barretos,"domingo, 31/01",43%,BARRETOS,3505500
8697,8697,DRS 05 Barretos,"domingo, 31/05",48.666666666666664,BARRETOS,3505500
8693,8693,DRS 05 Barretos,"domingo, 31/05",46%,BARRETOS,3505500
9957,9957,DRS 05 Barretos,"quarta-feira, 01/04",56.0,BARRETOS,3505500
9953,9953,DRS 05 Barretos,"quarta-feira, 01/04",53%,BARRETOS,3505500
8042,8042,DRS 05 Barretos,"quarta-feira, 01/07",38%,BARRETOS,3505500
8046,8046,DRS 05 Barretos,"quarta-feira, 01/07",43.333333333333336,BARRETOS,3505500
991,991,DRS 05 Barretos,"quarta-feira, 02/06",45.0,BARRETOS,3505500
987,987,DRS 05 Barretos,"quarta-feira, 02/06",40%,BARRETOS,3505500
6719,6719,DRS 05 Barretos,"quarta-feira, 02/09",36%,BARRETOS,3505500
